,Title,Time,Content,Link,Date,Len
476,"Wall St. slips as energy drops, investors digest Fed comments - Reuters","May 2, 2019 /  11:41 AM / in 5 days","4 Min ReadNEW YORK (Reuters) - U.S. stocks eased further from recent record highs on Thursday as energy shares dropped along with oil prices and investors continued to digest comments by Federal Reserve Chairman Jerome Powell. The energy index was down the most among the major S&P sectors, falling 1.71% and extending its recent slide. U.S. oil prices slid more than 2 percent on fears of oversupply. “For better or worse, a lot of investors have been trained to respond to the decline of oil, where it could mean demand is light and, thus, economic activity is light,” said Kim Forrest, chief investment officer at Bokeh Capital Partners in Pittsburgh. Powell’s comments on Wednesday that a decline in inflation this year could be due to transitory factors dampened some investors’ hopes that the U.S. central bank could move later this year to cut interest rates, market watchers said. Traders lowered their bets on a rate cut this year following Powell’s comments, and stocks fell, but many investors said the Fed’s stance makes sense. “I don’t think reasonable investors are looking for a rate cut at this moment. And the good economic conditions don’t necessarily point to a rate hike either,” Forrest said. The S&P 500’s recent run to record highs also may be giving investors reasons to pause.  Stocks have “done extremely well and pockets of the market are overdone,” said Quincy Krosby, chief market strategist at Prudential Financial in Newark, New Jersey. “Usually when the market moves that quickly, a little bit of caution comes in.” The index has rallied more than 16 percent this year and is entering a period of the year traditionally known as being difficult for equities over the next six months. On the day, the Dow Jones Industrial Average fell 122.35 points, or 0.46%, to 26,307.79, the S&P 500 lost 6.21 points, or 0.21%, to 2,917.52, and the Nasdaq Composite dropped 12.87 points, or 0.16%, to 8,036.77. With the first-quarter earnings season winding down, investors are looking for fresh catalysts such as U.S.-China trade developments and economic data. Markets also are waiting for a reading of the Labor Department’s non-farm payrolls data on Friday that is expected to show fewer job additions last month compared with March. More than 350 of the S&P 500 companies have reported their results so far on the first quarter. Analysts now expect earnings to have risen 0.7%, compared with the 2% fall estimated at the beginning of April, according to IBES data from Refinitiv data. Among gainers, Qualcomm Inc rose 0.9% after analysts said the chipmaker was well positioned in the 5G networks space even as it forecast disappointing current-quarter sales.     The Philadelphia Semiconductor index gained 1.1%. Among decliners, Dow Inc, the commodity chemicals division spun off from DowDuPont Inc, tumbled 6.1% after reporting a fall in core earnings. Kellogg Co dropped about 3.4% after the cereal and snacks maker said it would replace its chief financial officer and reported a decline in first-quarter earnings. But shares of vegan burger maker Beyond Meat Inc ended up 163% in their market debut Thursday. Declining issues outnumbered advancing ones on the NYSE by a 1.43-to-1 ratio; on Nasdaq, a 1.05-to-1 ratio favored advancers. The S&P 500 posted 13 new 52-week highs and six new lows; the Nasdaq Composite recorded 50 new highs and 62 new lows. Volume on U.S. exchanges was 7.31 billion shares, compared to the 6.61 billion average for the full session over the last 20 trading days.  Reporting by Caroline Valetkevitch; Additional reporting by Shreyashi Sanyal and Sruthi Shankar in Bengaluru; Editing Chizu Nomiyamaand Leslie AdlerAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/usa-stocks/us-stocks-wall-st-slips-as-energy-drops-investors-digest-fed-comments-idUSL1N22E1OA,2019-05-02,3801
478,"Dented Fed rate cut hopes drag on stocks; dollar, yields climb - Reuters","May 2, 2019 /  1:16 AM / in 5 days","4 Min ReadNEW YORK (Reuters) - Global equity markets declined for a second straight day on Thursday while the dollar and bond yields rose after comments from Federal Reserve Chairman Jerome Powell caused investors to lower expectations for a rate cut by the U.S. central bank this year.  On Wall Street, major indices gave up initial gains and closed in the red, weighed down by a drop of more than 1% in energy shares as oil prices slumped.  As earnings season winds down and with the majority of profit reports in the rear mirror, investor focus will shift back to macro concerns such as economic data and trade issues, including Friday’s U.S. employment report.   Global equities snapped a three-day streak of gains on Wednesday, as Powell’s comments following the Fed’s policy announcement dampened market expectations the Fed would cut rates this year. The S&P 500 has rallied more than 16 percent this year, but is entering a period of the year traditionally known as being more difficult for equities. Stocks have “done extremely well, and pockets of the market are overdone,” said Quincy Krosby, chief market strategist at Prudential Financial in Newark, New Jersey.  “Usually when the market moves that quickly, a little bit of caution comes in. And you can argue the Fed, based on the press conference comments yesterday, doesn’t seem to be in a rush to cut rates.”  The Dow Jones Industrial Average fell 122.35 points, or 0.46%, to 26,307.79, the S&P 500 lost 6.21 points, or 0.21%, to 2,917.52 and the Nasdaq Composite dropped 12.87 points, or 0.16%, to 8,036.77. European shares closed lower, suffering their biggest daily percentage drop in about six weeks, after most markets returned from the May Day holiday. Basic resources shares weighed as metals such as copper declined. Euro zone factory activity data pointed to a third straight month of contraction. The pan-European STOXX 600 index lost 0.58% and MSCI’s gauge of stocks across the globe shed 0.39%. Oil prices dropped as the market grappled with oversupply fears as increased U.S. sanctions on Iran had more incremental impact than expected and U.S. crude oil inventories rose sharply. U.S. crude settled down 2.81% at $61.81 per barrel and Brent was last at $70.75, down 1.98% on the day. “One of the larger things today is oil dropping. For better or worse, a lot of investors have been trained to respond to the decline of oil, where it could mean demand is light and, thus, economic activity is light,” said Kim Forrest, chief investment officer at Bokeh Capital Partners in Pittsburgh. The dollar index strengthened for a second day against a basket of major currencies, going as high as 97.83. The pound slipped after the Bank of England kept rates on hold while lifting its growth forecast but cautioned that Brexit made economic figures harder to interpret. Bank of England Governor Mark Carney said investors were underestimating how much interest rates could rise, even as the British central bank kept borrowing costs on hold due to the uncertainty about Britain leaving the European Union. The dollar index rose 0.15%, with the euro down 0.18% to $1.1174. Sterling was last trading at $1.303, down 0.15% on the day. U.S. Treasury yields rose as investors continued to digest Powell’s comments. Benchmark 10-year notes last fell 10/32 in price to yield 2.5468%, from 2.511% late on Wednesday (Graphic: Global assets in 2019  link: tmsnrt.rs/2jvdmXl). (Graphic: Global currencies vs. dollar   link: tmsnrt.rs/2egbfVh). (Graphic: MSCI All Country Wolrd Index Market Cap  link: tmsnrt.rs/2EmTD6j). Addiitonal reporting by Caroline Valetkevitch; Editing by Chizu Nomiyama and Rosalba O'BrienAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/global-markets/global-markets-dented-fed-rate-cut-hopes-drag-on-stocks-dollar-yields-climb-idUSL1N22E1JA,2019-05-02,3806
479,Brazil's Bolsonaro faces backlash as sponsors ditch NY gala dinner - Reuters,"May 2, 2019 /  8:05 PM / in 5 days","3 Min ReadRIO DE JANEIRO, May 2 (Reuters) - Delta Air Lines, The Financial Times and Bain & Co have pulled out of an event in New York honoring Brazilian President Jair Bolsonaro, the firms said on Thursday, as the South American leader faces blowback for racist and homophobic comments. Bolsonaro is due to be honored as the 2019 Person of the Year at the Brazilian-American Chamber of Commerce dinner. The gala, which already had to move from its original home at New York’s American Museum of Natural History after the museum canceled the reservation, is sponsored by various blue-chip firms, which have come under pressure to ditch their support of the event. Delta said it would no longer be sponsoring the event, but declined to give further details, as did The Financial Times. “We have decided to withdraw our sponsorship of the ... 2019 Person of the Year Awards Gala Dinner,” Bain said. “Encouraging and celebrating diversity is a core Bain principle.” The Chamber of Commerce did not immediately reply to a request for comment on the boycott. Bolsonaro’s office also did not immediately reply.. The moves are a blow for a president who has actively courted closer ties with the United States and particularly President Donald Trump, whom he has praised. Bolsonaro’s rejection by corporate heavyweights also hurts his vow to grow foreign investment in Brazil. Bolsonaro is loved by his supporters for his outspoken views on guns, family values and the military, but his critics accuse him of racism, homophobia and misogyny. He once said a female lawmaker was too ugly to rape, and said he would not be able to love a gay son. Not all sponsors have pulled out. Bank of America Merrill Lynch, BNP Paribas , Credit Suisse, Citigroup Inc and JPMorgan Chase & Co all declined to comment on whether they would abandon the event. “Attending the dinner has never involved selecting or endorsing the honoree in any way,” UBS said. Bank of New York Mellon Corp, Refinitiv, Nomura Co , Morgan Stanley and HSBC did not immediately respond to requests for comment. Refinitiv is 45 percent-owned by Thomson Reuters Corp . On its website, the Brazilian-American Chamber of Commerce said it had chosen Bolsonaro as its person of the year because of his “intention of fostering closer commercial and diplomatic ties between Brazil and the United States.” (Reporting by Gabriel Stargardter; additional reporting by Anthony Boadle; editing by Leslie Adler)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/brazil-politics/brazils-bolsonaro-faces-backlash-as-sponsors-ditch-ny-gala-dinner-idUSL1N22E1FF,2019-05-02,2581
480,US STOCKS SNAPSHOT-Wall St slips as energy shares weigh - Reuters,"May 2, 2019 /  8:05 PM / 5 days ago","1 Min ReadNEW YORK, May 2 (Reuters) - U.S. stocks eased further from recent record highs on Thursday as energy shares dropped with oil and investors digested comments by Federal Reserve Chairman Jerome Powell from the previous day. The Dow Jones Industrial Average fell 121.94 points, or 0.46%, to 26,308.2, the S&P 500 lost 6.19 points, or 0.21%, to 2,917.54 and the Nasdaq Composite dropped 12.87 points, or 0.16%, to 8,036.77. (Reporting by Caroline Valetkevitch; editing by Jonathan Oatis)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-st-slips-as-energy-shares-weigh-idUSZXN0RKK2I,2019-05-02,626
481,U.S.-based investment-grade corporate bond funds see 14th week of inflows - Reuters,"May 2, 2019 /  8:00 PM / 5 days ago","1 Min ReadMay 2 (Reuters) - Investors gravitated toward the higher-quality spectrum of the credit markets this week, as U.S.-based investment-grade corporate bond funds attracted about $374.5 million in net cash, their 14th consecutive week of inflows. According to Refinitiv’s Lipper research data on Thursday, investors sent roughly $16 billion in net cash to U.S. money-market funds for the week ended Wednesday, following their previous week’s inflows of $4.26 billion. (Reporting by Jennifer Ablan Editing by James Dalgleish)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/investment-mutualfunds-lipper/u-s-based-investment-grade-corporate-bond-funds-see-14th-week-of-inflows-idUSL1N22E1IV,2019-05-02,663
482,Factbox: Possible successors to Homeland Security Secretary Nielsen - Reuters,"April 8, 2019 /  5:41 PM / in a month","4 Min ReadWASHINGTON (Reuters) - Several names surfaced on Monday as possible successors to U.S. Homeland Security Secretary Kirstjen Nielsen, who resigned on Sunday after 16 months managing President Donald Trump’s turbulent immigration agenda. Amid a surge in the number of migrants at the border with Mexico, Nielsen stepped down and will be replaced temporarily by Kevin McAleenan, current head of U.S. Customs and Border Protection. As Trump seeks a permanent nominee to send to the Republican-controlled Senate for confirmation, here are some possible successors whose names have already been floated by sources talking to Reuters and in media reports. None immediately responded to requests for comment. Trump’s energy secretary has kept a relatively low profile since winning confirmation by a vote of 62 to 37. As Texas governor from 2000 to 2015, Perry was on the front lines during a spike in migrants seeking asylum in 2014. He opposed building a wall along the U.S.-Mexico border at the time, but now supports Trump’s signature domestic policy.  The former Virginia attorney general visited the White House last week amid reports that Trump was searching for an “immigration czar” to coordinate policy across the government. As attorney general and state senator, Cuccinelli developed a reputation as a conservative hard-liner on a range of issues, including immigration. He has called for denying citizenship to U.S.-born children whose parents are in the country illegally, and authorized law enforcement officials to investigate the immigration status of anyone they stopped.  He lost a bid for governor in 2013, and recently has been involved with the Senate Conservatives Fund, a political group that supports right-leaning candidates. The former Kansas secretary of state has built a national reputation as an uncompromising opponent of illegal immigration. Since losing the Kansas governor’s race last November, Kobach has been angling for a job in the Trump administration, telling Breitbart News over the weekend that he would be open to serving as a White House immigration “czar.” He also proposed blocking illegal immigrants from sending money back to Mexico.   Kobach could have a hard time winning Senate confirmation due to his hard-line views and unsuccessful 2018 campaign, where he lost to a Democrat in a heavily Republican state. A former homeland security advisor to President George W. Bush, Townsend now is an analyst for CBS television. She says Trump considered her as a possible replacement for FBI Director James Comey after he was fired in 2017. As commissioner of U.S. Customs and Border Protection, McAleenan said last month that the immigration system was at a “breaking point.” A career law enforcement official, McAleenan has served on and off in the division since its inception after the Sept. 11, 2001 attacks. McAleenan has won the respect of Republicans and Democrats and easily won confirmation to his current post in March 2018 by a vote of 77 to 19. He has pushed Congress to detain families seeking asylum until their cases are heard in court, rather than releasing them. However, he has not always lined up with Trump’s aggressive approach to border security. He has praised the effectiveness of U.S. aid to Central America, which Trump has threatened to cut off. Reporting by Andy Sullivan; Editing by Kevin Drawbaugh and Alistair BellAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/us-usa-immigration-successors-factbox/factbox-possible-successors-to-homeland-security-secretary-nielsen-idUSKCN1RK227,2019-04-08,3525
483,Trump picks career Secret Service agent to lead agency: White House - Reuters,"April 8, 2019 /  6:43 PM / a month ago","1 Min ReadWASHINGTON (Reuters) - U.S. President Donald Trump is replacing the U.S. Secret Service director with career agent James Murray, the White House said on Monday, in what media reports described as a top leadership shuffle at the Department of Homeland Security.  White House press secretary Sarah Sanders said Murray will take over in May, replacing Randolph Alles at the helm of the agency that provides protection for Trump and other top U.S. officials.  Reporting by Roberta Rampton; Writing by Doina Chiacu; Editing by Phil BerlowitzAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/us-usa-homeland-secretservice-pick/trump-picks-career-secret-service-agent-to-lead-agency-white-house-idUSKCN1RK26J,2019-04-08,679
484,Republicans want census data on citizenship for redistricting - Reuters,"April 8, 2019 /  11:05 AM / a month ago","9 Min ReadNEW YORK (Reuters) - John Murante, a conservative Nebraska senator, last year introduced a bill to prevent non-citizens from being counted when the state redraws its voting maps. He said the effort aimed to ensure each election district contained similar numbers of voters, but opponents argued it intended to undermine the political power of immigrant communities. Murante’s bill died after its critics pointed out a lack of granular data on where the state’s non-citizens live.  That data may soon be available. The Trump administration believes its proposed question about citizenship on the 2020 Census will help states that want to draw citizens-only voting districts in the next round of redistricting by providing the first comprehensive data on non-citizens in about 70 years, according to a Reuters review of court and federal register documents and interviews with more than a dozen state lawmakers. Such a change would provide a new opportunity for Republican-controlled states - those most likely to adopt citizens-only redistricting - to redraw their voting maps in a way that could help their party win more state-level elections. Currently, state and federal voting districts are drawn to be roughly equal in population, regardless of how many residents can legally vote. That means tallies for district-drawing purposes include non-citizens, such as green-card holders and undocumented immigrants. Democrats and immigrant rights activists say this system ensures elected leaders represent everyone in their district who depends on public services such as schools and trash pickup, regardless of voting eligibility. Republicans argue that districts should be the same size so each vote carries the same weight. If one district has far fewer eligible voters than another, each vote there has more influence on election outcomes.  That’s a problem for Republicans because the eligible voters in immigrant-heavy districts tend to support Democrats. Trump administration officials have been considering the merits of citizens-only redistricting since 2017 - well before announcing their intention in March 2018 to add the citizenship question to the decennial survey, according to court documents filed as part of litigation over the citizenship question. And in December, the Census Bureau issued a notice in the Federal Register saying that if any states “indicate a need for ... citizenship data” to use in redistricting, it would “make a design change” to provide it. Republican lawmakers in Texas, Arizona, Missouri and Nebraska told Reuters they would consider making use of the citizenship data if it became available. The tactic is prohibited at the federal level by past U.S. Supreme Court decisions that have interpreted the U.S. constitution as requiring that U.S. House districts be based on total population. But the court, in a 2016 case known as Evenwel v. Abbott, left the door open for state-level districts to use other metrics. The Commerce Department, which includes the Census Bureau, declined to comment on whether redistricting was part of the motivation for proposing the citizenship question.  James Whitehorne, the chief of the Census Bureau’s Redistricting & Voting Rights Office, called the federal register notice routine. “We’re supposed to provide states with what they identify as needing,” he said. U.S. voting districts are drawn at the state level, most often by state legislators, giving the party in power control over how the lines are redrawn.  While both Republicans and Democrats frame the debate over citizen-only districts around fairness, demographic experts point out that both sides have a lot at stake politically. Data from the nonpartisan APM Research Lab showed that 95 of the 100 U.S. congressional districts with the highest foreign-born populations are represented by Democrats. Similar data for state-level seats was not available. Redrawing such districts with citizen-only populations would give Republicans a better shot by expanding the districts into more conservative areas, said Albert Kauffman, a professor at St. Mary’s School of Law in San Antonio who has studied redistricting and opposes excluding non-citizens.  In Texas, a citizens-only map could strip Latino voters of majorities in two or three state senate seats and six or seven state representative seats, Kauffman said, pointing out that Hispanic voters traditionally lean left.  “Democrats know they would probably lose seats at every level,” Kauffman said. Immigrant rights activists and Democratic-led cities and states have sued the Trump administration to prevent it from asking census respondents about their citizenship, and the Supreme Court will decide by June if the question can remain. Opponents argue the administration aims to use the question to intimidate immigrants out of responding to the census, which would cost their communities political representation and a share of about $800 billion in annual federal aid allocated based on population. The administration disputes that. Commerce Secretary Wilbur Ross said his decision to add the question was aimed at getting the Justice Department the comprehensive citizenship data it needs to better enforce Voting Rights Act provisions that protect minorities from discrimination.  Ross has not publicly commented on how citizenship data might be used in redistricting. But Census records, as well as emails released during the litigation over the citizenship question, showed he was thinking about citizens-only redistricting well before he announced plans to add the question. In April of 2017, at the behest of former White House Chief Strategist Steve Bannon, Ross spoke with former Kansas Secretary of State and noted immigration hawk Kris Kobach, according to the emails. One topic of discussion was “the problem that aliens ... are still counted for congressional apportionment,” according to a subsequent email from Kobach to Ross describing their conversation.  The following month, Ross asked Commerce Senior Policy Advisor David Langdon to look into whether non-citizens, including illegal immigrants, are included in voting maps, according to Langdon’s deposition in the litigation over the citizenship question.  Kobach and Langdon did not respond to requests for comment.  A handful of states will likely request the census data on citizenship if the question survives its legal challenges, state lawmakers and a Republican strategist told Reuters.  Lawmakers and state officials from Arizona, Missouri, Nebraska and Texas said in interviews they are considering citizen-only districts. Republicans in Tennessee also voiced support for citizens-only redistricting in court papers filed in the Evenwel Supreme Court case. Reuters reached out to several of the Tennessee lawmakers who signed the court brief, but all declined to comment. Missouri Representative Dean Plocher, a Republican who sponsored unsuccessful legislation last year to base Missouri’s voting districts on citizen population, said the effort is aimed solely at equalizing the power of all votes in the state. He said he hadn’t considered how such changes might affect his party’s chances in elections. Nebraska’s Murante - the former senator behind his state’s failed citizens-only redistricting bill and now the state’s treasurer - said he supports citizens-only maps because the state’s constitution requires that “aliens” be excluded from voting districts. Immigrant rights activists counter that citizens-only districts could be forced to expand in ways that weaken the political influence of immigrant communities. The effect could be particularly pronounced in places such as south Texas, where immigrants make up more than a quarter of the population, said Juan Hinojosa, a Democratic state senator.  Hinojosa’s district includes areas known as colonias — informal communities of poor, largely Hispanic families. Citizen-only redistricting would make it more likely that anti-immigration Republicans would win elections in the border region, Hinojosa said. The question of how to count non-citizens in voting districts may end up at the Supreme Court, said Kel Seliger, a Republican Texas state senator, who told Reuters that lawmakers there would explore citizen-only maps. “You’ve got be careful,” he said, “that the Republican bias doesn’t get us on the wrong side of the Constitution.”  Reporting by Nick Brown; Editing by Richard Valdmanis, Brian Thevenot and Paul ThomaschAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/us-usa-census-redistricting-insight/republicans-want-census-data-on-citizenship-for-redistricting-idUSKCN1RK18D,2019-04-08,8611
485,"Occidental shareholders criticize bid for Anadarko, Buffett financing - Reuters","May 2, 2019 /  7:28 PM / in 5 days","5 Min ReadHOUSTON (Reuters) - Several major Occidental Petroleum Corp shareholders have voiced opposition to the oil company’s $38 billion bid for rival Anadarko Petroleum Corp that now includes a pricey financing deal with billionaire Warren Buffett. Occidental and Chevron Corp are battling for Anadarko and its holdings of nearly a quarter million acres in the Permian Basin, the top U.S. shale field, where low-cost production has helped turn the United States into the world’s top oil producer at 12.3 million barrels per day. Occidental shares were trading on Thursday at $57.48, down sharply from $66.63 a month ago, prior to rumors it might challenge Chevron. It trumped Chevron’s bid last week, and its offer now includes $10 billion in financing from Buffett’s Berkshire Hathaway Inc in exchange for preferred shares that would pay an 8 percent dividend. Major Occidental shareholders told Reuters they opposed  the plan. They called the $76-per-share bid for Anadarko expensive and cited concerns about the cyclical nature of the oil business as well as the cost of getting financing from Buffett. Several Occidental shareholders said they viewed Chevron’s lower $65-per-share bid as a better fit because it could more easily swallow a company of Anadarko’s size.     T. Rowe Price Group Inc, which holds shares in all three oil companies, cited merger risks and the cost of the Berkshire infusion. John Linehan, portfolio manager at T. Rowe Price, said Buffett’s deal could allow Occidental to restructure its cash-and-stock deal to avoid a shareholder vote, although its current offer includes a vote.  T. Rowe Price, Occidental’s sixth largest shareholder, had 21.1 million shares at the end of 2018, according to Refinitiv Eikon figures, along with 8 million Chevron shares and 865,000 Anadarko shares. Berkshire would receive a warrant to purchase up to 80 million shares of common stock at $62.50 apiece in a private offering, in addition to the preferred stock that will accrue dividends at 8 percent per annum. “That’s very expensive paper,” Linehan said of the agreement with Berkshire. “They could have borrowed far cheaper than that.”  Occidental did not respond to a request for comment on shareholder objections to the current proposal. Before the Buffett financing plan, it said the deal would result in $3.5 billion in cash flow improvements and that it would sell $10 billion to $15 billion in assets to reduce debt.  Moody’s Investors Service estimated that the assumption of Anadarko’s debt and additional borrowings to cover the offer would add almost $40 billion in debt to Occidental. Moody’s put the company’s debt rating under review for downgrade.  South Texas Money Management, which has $2.3 billion in assets under management, including shares of Chevron and Occidental, hopes Chevron prevails.  At the end of March they owned around 580,000 shares of Occidental and 370,000 shares of Chevron worth $38.5 million and $45.5 million, respectively.   “Right now their bid would allow them to extract a lot of value for that deal,” said Christian Ledoux, South Texas’ chief investment officer. Chevron’s offer was constructed as 25 percent in cash and 75 percent in stock, compared with the 50-50 split from Occidental. Even if Chevron raised its bid and offered “a little more cash,” Ledoux would still consider the deal a good one for Chevron because the company has expertise in Anadarko’s shale, liquefied natural gas and offshore assets. Chevron has not raised its bid for Anadarko, saying its agreement would provide “the best value and the most certainty to Anadarko’s shareholders.” Occidental and Chevron, two of the largest oil and gas producers in the Permian by production volumes, each believe they can best squeeze more oil from Anadarko’s 240,000 acres (97,120 hectares) in the top shale field. Occidental’s annual meeting is May 10, “and we will be interested to see the interaction between shareholders and the Board,” Mitsubishi UFJ Financial Group analysts wrote in a note on Tuesday. “On paper the (Occidental) deal looks great if oil is at $65, but we’re in a cyclical industry where commodity prices change dramatically,” said David Katz, president of Matrix Asset Advisors, which held 241,700 shares of Occidental and 61,300 shares of Chevron at the end of April. “They’re basically putting the company at risk.” Reporting by Jennifer Hiller; editing by Gary McWilliams and David GregorioAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/anadarko-petrol-ma-occidental-holders/occidental-shareholders-criticize-bid-for-anadarko-buffett-financing-idUSL1N22D1JW,2019-05-02,4578
486,US STOCKS-Wall St eases as investors digest Fed comments - Reuters,"May 2, 2019 /  7:15 PM / in 5 days","4 Min Read(For a live blog on the U.S. stock market, click or type LIVE/ in a news window) * Oil stocks track crude slump * Beyond Meat jumps in market debut * Indexes fall: Dow 0.7%, S&P 0.4%, Nasdaq 0.4% (Updates to late afternoon) By Caroline Valetkevitch NEW YORK, May 2 (Reuters) - U.S. stocks eased further from recent record highs on Thursday as investors digested comments from Federal Reserve Chairman Jerome Powell the previous day that dampened some investor hopes of an interest rate cut this year. A drop in oil prices dragged down energy shares, adding to the bearish tone. Oil prices slid on record U.S. crude production that led to a surge in inventories, and the energy index was 1.1% lower, the most among the major S&P sectors. On Wednesday, Powell sought to downplay low inflation as transient, forcing traders to lower their bets on a rate cut this year and snapping a rally in the S&P 500 on Wednesday. Stocks have “done extremely well, and pockets of the market are overdone,” said Quincy Krosby, chief market strategist at Prudential Financial in Newark, New Jersey. “Usually when the market moves that quickly, a little bit of caution comes in. And you can argue the Fed, based on the press conference comments yesterday, doesn’t seem to be in a rush to cut rates.” The S&P 500 remains up 16.3% for the year to date. With first-quarter earnings season winding down, investors are looking for fresh catalysts such as U.S.-China trade developments and economic data. The Dow Jones Industrial Average fell 174.73 points, or 0.66%, to 26,255.41, the S&P 500 lost 11.56 points, or 0.40%, to 2,912.17 and the Nasdaq Composite dropped 30.83 points, or 0.38%, to 8,018.81. Markets are waiting for a reading of the Labor Department’s non-farm payrolls data on Friday that is expected to show fewer job additions last month compared with March. More than 350 of the S&P 500 companies have reported so far, and analysts now expect earnings to rise 0.7%, compared with a 2% fall estimated at the beginning of April, according to Refinitiv data. Among gainers, Qualcomm Inc rose 0.5% after analysts said the chipmaker was well-positioned in the 5G networks space even as it forecast disappointing current-quarter sales. The Philadelphia Semiconductor index gained 0.8%. Among decliners, Dow Inc, the commodity chemicals division spun off from DowDuPont Inc, tumbled 6.4% after reporting a 24 percent fall in core earnings. Kellogg Co dropped about 3.6% after the cereal and snacks maker said it would replace its chief financial officer and reported a 36.5 percent decline in first-quarter earnings. At the same time, shares of vegan burger maker Beyond Meat Inc were up 173% in their market debut on Thursday. Declining issues outnumbered advancing ones on the NYSE by a 1.60-to-1 ratio; on Nasdaq, a 1.08-to-1 ratio favored decliners. The S&P 500 posted 11 new 52-week highs and 6 new lows; the Nasdaq Composite recorded 47 new highs and 59 new lows. (Additional reporting by Shreyashi Sanyal and Sruthi Shankar in Bengaluru; Editing by Anil D’Silva and Chizu Nomiyama)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/usa-stocks/us-stocks-wall-st-eases-as-investors-digest-fed-comments-idUSL1N22E1ER,2019-05-02,3216
487,Dollar gains as traders pare U.S. rate-cut expectations - Reuters,"May 1, 2019 /  11:57 PM / 5 days ago","3 Min ReadNEW YORK (Reuters) - The dollar gained against most currencies on Thursday as traders pared their bets of an interest rate cut from the Federal Reserve following Fed Chairman Jerome Powell’s comment about U.S. inflation. The pound slipped after the Bank of England lifted its growth forecasts but warned that Brexit continued to cloud the outlook for monetary policy. Trading volume picked up as some European markets reopened after closing for May Day on Wednesday. Chinese and Japanese markets will remain shut for domestic holidays the rest of the week. The greenback proved resilient since Powell said at a news conference on Wednesday that the factors dragging on inflation might be “transitory” and he saw no case for a rate move in either direction. “That took some of the air out of the rate-cut talk,” said Minh Trang, senior currency trader at Silicon Valley Bank in Santa Clara, California. “Still the market is biased toward a rate cut as the Fed’s next move.” Interest rate futures implied traders see about a 49% chance the Fed would lower key lending rates at year-end, down from 61% late on Wednesday, according to CME Group’s FedWatch program. In late U.S. trading, an index that tracks the greenback against the euro, yen, sterling and three other currencies was up 0.215% at 97.824. A solid U.S. payrolls report due at 8:30 a.m. ET (1230 GMT) on Friday would bolster the notion the world’s biggest economy is track for its longest expansion ever this summer, supporting the dollar, analysts said. “The dollar is holding on,” said Simona Mocuta, senior economist at State Street Global Advisors in Boston. “We have all slowed, but growth in the U.S. is still better.” Analysts polled by Reuters forecast U.S. employers likely added 185,000 workers in April, a tad fewer than March, and the unemployment rate likely held at 3.8% last month. The greenback erased initial losses against the euro, which rose earlier after German retail sales contracted by less than expected while PMI surveys from Germany to Spain were broadly within expectations. The single currency was 0.18% lower at $1.1175 and down 0.1% at 124.605 yen. Meanwhile, sterling retreated from a two-week high against the dollar as the BOE’s decision to leave rates unchanged at 0.75% reinforced the view that UK policymakers are in no hurry to raise rates amid concerns about ongoing Brexit negotiations. The pound was down 0.15% at $1.3028, while the euro was up 0.06% at 85.8 pence. Additional reporting by Saikat Chatterjee in LONDON; Editing by Dan Grebler and Lisa ShumakerAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/global-forex/forex-dollar-gains-as-traders-pare-u-s-rate-cut-expectations-idUSL1N22E1D2,2019-05-01,2704
