,Title,Time,Content
85,Indonesian 'Belt and Road' high-speed rail link expects $18 billion from satellite towns - Reuters,"May 2, 2019 /  5:02 AM / in 2 days","3 Min Read (The April 30 story corrects Economic to Economist in paragraph 8 and Yusuf to Jusuf in paragraph 12) By Cindy Silviana and Fanny Potkin JAKARTA (Reuters) - The Indonesian-Chinese consortium building a high-speed rail link between the capital Jakarta and the textiles hub of Bandung expects to earn $18 billion developing satellite towns and industrial centers along the line, a company official said. The rail project, part of Beijing’s Belt and Road Initiative (BRI) to connect China with Asia, Europe and beyond was described last month by China’s ambassador to Indonesia, Xiao Qian, as “the first high-speed rail of Southeast Asia”.  After nearly three years of delays over land ownership disputes, construction on the rail line, which is financed principally by a $4.5 billion loan from China’s Development Bank, finally kicked into gear in 2018..  The chief executive of Wijaya Karya (WIKA), which heads the Indonesian side of what is the most high-profile of several Belt and Road projects in Indonesia, said that the state-owned construction firm expects to book 266 trillion rupiah ($18.7 billion) from four transit-related developments by 2070. The Indonesian side, which also includes state rail company KAI, owns 60 percent while the Chinese, led by the China Railway Engineering Corporation, holds the rest.  WIKA CEO Tumiyana - who uses only one name -  said that 15 percent of the line has been completed, with 60 percent to be finished by the end of 2019.  Analysts say the plan to develop four new towns and industrial centers mimics China’s own approach to high-speed rail development. “This seems like it’s copying the general model of China’s urban development - if you build it, they will come,” said Nick Marro, a China analyst at the Economist Intelligence Unit. One of the sites previously visited by Reuters on an old tea plantation is due to be transformed into a sleek 5,000 hectare city with high-rise blocks and the campus of a new university. Indonesian and Chinese officials say the project’s success will be a gauge for future infrastructure cooperation. A spokesman for the Chinese Ministry of Foreign Affairs previously told Reuters “it’s a major project for the mutual benefit and cooperation between China and Indonesia and helps promote local economic and social development”. Indonesian vice-president Jusuf Kalla recently headed a delegation to China’s BRI forum, where it pitched to Chinese companies for up to $91 billion of infrastructure projects. Jakarta insists on a business-to-business structure for all potential BRI deals instead of China’s traditional government-to-government loan format, which has limited the amount of overall projects. Reporting by Cindy Silviana and Fanny Potkin, additional reporting by Brenda Goh; Editing by Ed Davies/David Goodman/Alexander SmithAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
86,FOREX-Dollar dips on focus on soft spots in U.S. jobs report - Reuters,"May 3, 2019 /  3:12 PM / 2 days ago",5 Min ReadAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.
87,MOVES-Regions beefs up loan platform with focus on broadly syndicated debt - Reuters,"May 3, 2019 /  3:07 PM / 2 days ago","3 Min ReadNEW YORK, May 3 (LPC) - Regions is expanding its loan sales and trading platform to the broadly syndicated market, hiring Kevin Dooley as head of loan trading as trade volume in the asset class reached a near-record high in the first quarter. It is looking to add two to three salespeople in the next 12 to 18 months that have client relationships with both middle market and broadly syndicated institutional loan accounts, according to Rob Heffes, head of trading and credit distribution at Regions, who joined the bank in 2016. Dooley joined Regions from Natixis. He previously worked at BNP Paribas, RBS and UBS, according to FINRA BrokerCheck. The move expands Regions’ footprint in the institutional market, where some of the largest companies including American Airlines and Hilton Worldwide turn for financing. The bank had historically focused on so-called pro-rata loans, which include a revolving line of credit and a term loan A, which is typically sold to banks, rather than the broadly syndicated term loan B market, which is typically sold to mutual funds and Collateralized Loan Obligations. Regions had previously focused on pro-rata distribution based on the clients it lent to, but is expanding that focus, Heffes, who previously served as head of credit product sales and trading for CRT Capital and global head of high-yield trading for UBS, said in a telephone interview. “The business model is to support our corporate clients who need broader access to the capital markets, and having tools to allow them to do so,” he said. “We felt we didn’t have the depth to get into the larger rated markets in a material way and that is why we are growing the business.” There was near-record loan trade activity in the first quarter with US$224.2bn of volume, just missing the record of US$224.3bn set in the last three months of 2018 amid increased volatility, according to IHS Markit data. US leveraged loan prices dropped more than 4 percent in the fourth quarter, but have since rebounded, improving 4.1 percent this year through May 2, according to the LPC 100, a cohort of the 100 most widely held loans tracked by LPC, a unit of Refinitiv. “The message is, we have a strategic rationale for being in this business,” Heffes said. “We are going out of our way to find the right talent to bring in so that we can build something that fits Regions’ culture for both issuers and investors, and we will be patient in how we build out the business. We will build it the right way that stays true to the Regions’ mission.” (Reporting by Kristen Haunss; Editing By Michelle Sierra and Jon Methven.)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
88,SoftBank mulls IPO of $100 billion Vision Fund: source - Reuters,"May 3, 2019 /  12:01 PM / a day ago","3 Min Read(Reuters) - Japan’s SoftBank Group Corp is considering an initial public offering of its $100 billion Vision Fund, a source familiar with the matter said on Friday. The fund was set up in 2017 and has become the world’s largest technology investment fund. Its investments include ride-hailing pioneer Uber, chip designer ARM and shared workspace firm WeWork. The company has publicly stated it plans to set up a second investment fund. The senior banking source said Softbank was now talking to banks about helping it raise money, confirming an earlier report in the Wall Street Journal. Softbank has spoken to half a dozen banks over the last month about a potential listing of the Vision Fund but has yet to start a formal process, the source said, adding he was not expecting such a process in the near term. “They asked banks questions on how they could possibly do it. It is still very much in exploration mode,” the source said, adding that Softbank had been possibly given the idea by fellow tech investor Naspers, which plans to list some of its assets. “The big difference is that the biggest asset in the Naspers portfolio is Tencent, which is listed, whereas the portfolio of the Vision Fund is all private,” the source said. China’s Tencent Holdings Ltd is a social media and gaming company listed in Hong Kong. A spokesman for Softbank declined to comment when contacted by Reuters. SoftBank is also in talks with Oman for an investment in the fund, which has raised nearly all of its funding so far from Saudi Arabia and Abu Dhabi, according to the WSJ report. Oman was not immediately available for a comment when contacted by Reuters, nor was there an immediate response from the Japanese conglomerate.      SoftBank is seeking to raise new funds for “informal deals” chief executive officer Masayoshi Son negotiated in China for Vision Fund, one of the people told WSJ. The fund is also planning to double its staff over the next 18 months to keep up with the pace of deal making by SoftBank, the company’s top deputies reportedly said at a conference in Los Angeles this week. Reporting by Clara Denina in London and Aparajita Saxena in Bengaluru; additional reporting by Simon Jessop; Editing by Shounak Dasgupta, Shinjini Ganguli and Georgina ProdhanAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
89,Democrats' suit against Trump over foreign payment can proceed: judge - Reuters,"May 1, 2019 /  12:32 AM / in 4 days","3 Min ReadWASHINGTON (Reuters) - A U.S. federal judge ruled on Tuesday that Democrats in Congress can move forward with a lawsuit accusing President Donald Trump of violating the law by accepting gifts or payments from foreign governments through his businesses. U.S. District Judge Emmet Sullivan denied a motion by Trump to dismiss the lawsuit filed by 198 members of Congress. The lawmakers charge the president violated the Constitution’s “emoluments” clause, which prevents federal officeholders from accepting payments from foreign governments without the “consent” of Congress. The constitutional provision is designed to prevent corruption and foreign influence. Sullivan said in his 48-page decision that he found Trump’s attempt to narrowly define the emoluments clause to be “unpersuasive and inconsistent.” He said he agreed with congressional Democrats who brought the case that the clause should be read more broadly as barring an official from taking any payment of any kind whatsoever from a foreign state without congressional approval. Justice Department spokeswoman Kelly Laco said: “As we argued, we believe this case should be dismissed, and we will continue to defend the President in court.” Democratic U.S. Representative Jerrold Nadler called the ruling “an important milestone in seeking to hold the President accountable for his ongoing violations” of the emoluments clause. Trump, a wealthy real estate developer who as president regularly visits his own hotels, resorts and golf clubs, maintains ownership of his businesses but has ceded day-to-day control to his sons. Critics have said that is not a sufficient safeguard. The lawsuit by congressional Democrats is one of two cases against Trump involving the emoluments clause of the U.S. Constitution.  In the other case, Democratic attorneys general in Maryland and the District of Columbia argued that Trump’s failure to disentangle himself from his hotels and other businesses made him vulnerable to inducements by foreign officials seeking to curry favor. The case was later narrowed to focus specifically on Trump’s hotel in Washington. Since his election, the hotel has become a favored lodging and event space for some foreign and state officials visiting the U.S. capital. A federal judge in that case also rejected Trump’s narrow view that emoluments were limited essentially to outright bribes. But an appeals court is reviewing the case and has temporarily frozen evidence-gathering that could force disclosure of Trump’s financial records. Reporting by Eric Beech and David Alexander; Editing by Peter CooneyAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
90,Trump to meet with Republican senators on U.S. shipping rules - Reuters,"April 30, 2019 /  8:11 PM / 4 days ago","3 Min ReadWASHINGTON (Reuters) - President Donald Trump is set to meet with Republican senators on Wednesday over a proposal to waive rules that only U.S.-flagged ships can move natural gas from American ports to Puerto Rico and the U.S. Northeast. The nearly 100-year-old Jones Act mandates the use of U.S.-flagged vessels to transport merchandise between U.S. coasts. Bloomberg News reported last week the administration was seriously considering waiving the requirements for some energy shipments and that Trump was leaning in favor of some kind of waiver. “I am going to go to the White House tomorrow to try to talk to the president out of doing something foolish and that is trying to curtain the Jones Act protections,” Senator John Kennedy, a Louisiana Republican, told Reuters on Tuesday. “If that is his inclination, then (Trump) has been receiving some bad advice.” The White House declined to comment. In 2017, the Department of Homeland Security waived the requirement for one week to allow oil and gas operators to use often cheaper, tax-free, or more readily available foreign-flagged vessels to ensure enough fuel reached emergency responders during Hurricane Irma and following Hurricane Harvey. A person briefed on the matter confirmed that administration officials were divided on the issue. Republican Senator Roger Wicker of Mississippi, who chairs the Commerce Committee, and a number of other Republicans are set to attend the meeting that had not previously been made public, he said. “There is massive support in the Congress for keeping the Jones Act as it is. We don’t need to tinker with it,” Wicker said on Tuesday, saying it had strong “across-the-board” bipartisan support. At the White House meeting, Wicker said: “We’ll be talking policy and politics.” Any changes would not go over well in Congress “at all, in either party,” he said.  In February, leaders of the House of Representatives Committee on Transportation and Infrastructure wrote DHS to oppose a request from Puerto Rico to waive the Jones Act for 10 years to allow foreign tankers to move liquid natural gas to the U.S. island territory. Puerto Rico is still recovering from devastating Hurricane Maria in 2017. Democratic Representative Peter DeFazio, who chairs the committee, and Sam Graves, the panel’s top Republican, said in the letter the Jones Act “has promoted economic growth and national security, and created hundreds of thousands of good paying jobs in our domestic maritime trades and shipbuilding industries.” Reporting by David Shepardson; Editing by Peter CooneyAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
91,Mueller complained to Barr about his summary of Russia probe: Washington Post - Reuters,"May 1, 2019 /  12:04 AM / 4 days ago","4 Min ReadWASHINGTON (Reuters) - Special Counsel Robert Mueller complained in a letter to Attorney General William Barr that his four-page summary of Mueller’s Russia report “did not fully capture the context, nature, and substance” of the investigation’s conclusions, the Washington Post reported on Tuesday. The Post said it reviewed a copy of Mueller’s letter, which was written in late March after Barr released a summary on March 24 that said Mueller did not establish that members of President Donald Trump’s campaign conspired with Russia during the 2016 election. Barr also said in the summary that Mueller had not reached a conclusion on whether Trump obstructed justice. Barr said he and Deputy Attorney General Rod Rosenstein had found the evidence insufficient to support such a charge. Justice Department spokeswoman Kerri Kupec, in a statement, confirmed that Mueller wrote to Barr after the summary was released to express frustration over “the lack of context and the resulting media coverage,” particularly about Mueller’s conclusions on obstruction of justice. Democrats have accused Barr of trying to spin the report’s conclusions to protect Trump. In a statement in response to the Post report, House of Representatives Judiciary Committee Chairman Jerry Nadler said Barr “should not have taken it upon himself to describe the Special Counsel’s findings in a light more favorable to the President.” The Democratic lawmaker demanded the Justice Department release a copy of Mueller’s letter by Wednesday morning. Barr’s four-page summary was released more than three weeks before a redacted version of Mueller’s 448-page report was released to the public on April 18. “The summary letter the Department sent to Congress and released to the public late in the afternoon of March 24 did not fully capture the context, nature, and substance of this office’s work and conclusions,” Mueller wrote, according to the Post. “There is now public confusion about critical aspects of the results of our investigation. This threatens to undermine a central purpose for which the Department appointed the Special Counsel: to assure full public confidence in the outcome of the investigations,” the Post quoted Mueller as writing. Peter Carr, a spokesman for Mueller, declined to comment to Reuters. Mueller asked Barr to release the report’s introductions and executive summaries quickly, without waiting for the full report to go through the redaction process. “Release at this time would alleviate the misunderstandings that have arisen and would answer congressional and public questions about the nature and outcome of our investigation,” Mueller wrote, according to the Post. Kupec said after receiving Mueller’s letter, Barr called the special counsel and they had a “cordial and professional conversation.” Kupec said “the Special Counsel emphasized nothing in the Attorney General’s March 24 letter was inaccurate or misleading.” She said Barr declined Mueller’s request to release part of the report early, deciding “it would not be productive to release the report in piecemeal fashion.” Mueller’s letter is likely to be brought up when Barr testifies on Wednesday about the Russia investigation before the Senate Judiciary Committee. It will be the attorney general’s first appearance on Capitol Hill since the report’s release. Reporting by Eric Beech and Karen Freifeld; Editing by David Alexander and Peter CooneyAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
92,Germany's RWE to review climate lobbying as investor pressure rises - Reuters,"May 3, 2019 /  2:47 PM / in 2 days","2 Min ReadFRANKFURT, May 3 (Reuters) - German utility RWE, under investor pressure as one of Europe’s biggest carbon polluters, said on Friday it would review its lobbying activities to see if they are in line with the Paris Agreement on climate change. RWE Chief Executive Rolf Martin Schmitz made the commitment in response to an AGM question from Thomas Deser, a portfolio manager representing Union Investment, which is part of Germany’s cooperative financial services network. Deser had asked whether RWE’s climate strategy was compatible with its lobbying and whether management could demonstrate that those activities did not run counter to its claims of moving towards more sustainable forms of energy. Institutional investors have stepped up pressure on energy firms to take responsibility for their contribution to the greenhouse gases causing climate change and Union Investment is part of a group that has pledged to push for bolder action. Schmitz told shareholders in Essen that RWE would scrutinise the positions adopted by industry associations of which it was a member to see whether they were aligned with the Paris accord. The CEO said RWE, whose huge legacy coal-fired generation capacity in its core markets places it among the biggest carbon polluters in Europe, would publish results in a sustainability report in a year’s time. RWE is committed to spend billions of euros on its planned green energy expansion that will follow an asset swap with rival E.ON later this year. (Reporting by Tom Kaeckenhoff, writing by Vera Eckert, editing by Alexander Smith)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
93,St Louis Fed's Bullard says Fed's rate 'a little tight' - Reuters,"May 3, 2019 /  3:09 PM / in 2 days","1 Min Read(Reuters) - St. Louis Federal Reserve President James Bullard on Friday said the Fed’s policy rate is “a little tight” and that current readings of inflation are uncomfortably low. Bullard, one of the central bank’s biggest policy doves, also told CNBC that aside from soft inflation, the U.S. economy is performing very well, and gross domestic product growth this year could reach 2.5%. Earlier on Friday, the U.S. Labor Department reported that 263,000 jobs were created last month, well above forecasts. Reporting By Dan Burns; Editing by Chizu NomiyamaAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
94,EU leaders set to meet after election: officials - Reuters,"May 3, 2019 /  9:33 AM / in 2 days","4 Min ReadBRUSSELS (Reuters) - EU leaders are expected to meet just after this month’s elections to the European Parliament, officials said on Friday, as national governments brace for a possible clash with lawmakers over who will run the Brussels executive. Summit chair Donald Tusk is likely to invite leaders to a summit on May 28, two days after the last legislative voting, EU officials told Reuters. He would aim to get a clear mandate from the European Council to negotiate with Parliament on who will succeed European Commission President Jean-Claude Juncker. It could also be the occasion to review whether the results of the May 23 EU ballot in Britain, following the postponement of Brexit, offer any indication on whether British withdrawal from the European Union is likely to proceed as planned. Aides to Council President Tusk declined official comment.  The EU sources said Tusk, who would represent the 28 member state governments in talks with Parliament over key executive appointments, was likely to confirm the proposed meeting when he chairs another summit next Thursday, in Sibiu, Romania. It is “likely but not confirmed yet”, one official said. Leaders also met two days after the last EU election, in May 2014, to debate whom to nominate to head the Commission. Then, Juncker was clear favorite. The former Luxembourg premier led the center-right list which had come top in the parliamentary vote and was supported by German Chancellor Angela Merkel in the face of isolated resistance from then British prime minister David Cameron. This time there may be less clarity, even after the election, and officials are bracing for a showdown between the Council and Parliament that could delay putting a new Commission in place before Juncker’s term ends on Oct. 31. The outgoing Parliament resolved that it would not endorse a Commission nominee from the Council who had not been a leader, or ‘Spitzenkandidat’, from a winning party. But national leaders, notably French President Emmanuel Macron, have insisted  they will not be limited in their choice by a legislature whose legitimacy is hampered by chronic low turnouts. As in 2014, the center-right European People’s Party is set to top the poll, putting its lead candidate, German EU lawmaker Manfred Weber, in a position to seek the Commission presidency. His nearest rival would be Juncker’s Dutch deputy, Frans Timmermans, who is the Spitzenkandidat for the center-left. However, neither appears assured of backing by national leaders, for whom the appointment is part of a web of bargains for top jobs that seeks to balance the interests of different countries, types of country, regions and political parties. Other potential - though undeclared - contenders cited by EU officials include Frenchman Michel Barnier, who is Juncker’s  Brexit negotiator, and Danish antitrust commissioner Margrethe Vestager. The Council should nominate a Commission president at a June 20-21 summit. Parliament, which convenes on July 2, would then debate the appointment. If it withholds its endorsement beyond July, however, the typical timetable would be in jeopardy.  Only once the Commission president is in place can that person then appoint fellow commissioners for policy areas, drawn from the nominees put forward by each member state. Each of these national nominees must also face parliamentary hearings. Additional reporting by Jan Strupczewski; Editing by Gareth JonesAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
95,Sri Lanka rupee extends losses for 7th session; stocks down - Reuters,"May 3, 2019 /  2:32 PM / in 2 days","3 Min ReadCOLOMBO, May 3 (Reuters) - The Sri Lankan rupee fell for the seventh straight session on Friday on dollar demand from banks amid continued security alerts on possible further attacks after the Easter Sunday bombings. ** Stocks closed lower for the second time in seven sessions. ** Sri Lanka’s Catholic churches have cancelled Sunday mass in the capital Colombo for a second week, citing foreign intelligence warnings of threats to worshippers in the wake of the deadly Easter bombings on churches and hotels., ** The rupee fell 0.3 percent to 177.15/177.60 per dollar from Thursday’s close of 176.60/177.00, Refinitiv data showed. ** Analysts fear it could weaken further due to outflows from stocks and government securities. ** The island’s currency lost 1 percent this week, but is up 3.2 percent this year, as exporters converted dollars after investor confidence stablised following the country repaid a $1 billion sovereign bond in mid-January. ** The rupee dropped 16 percent in 2018, and was one of the worst-performing currencies in Asia due to heavy foreign outflows. ** Foreign investors sold a net 3.3 billion rupees worth of government securities in the week ended April 30, extending the net foreign outflow to 10 billion rupees from the securities so far this year, the latest central bank data showed. ** The benchmark stock index ended 0.37 percent lower on Friday at 5,438.75. It hit its lowest close since Dec. 7, 2012, on April 23 and also posted its biggest percentage fall since Feb. 14, 2012, on the same day. ** Turnover was 111.1 million rupees ($627,152), lower than this year’s daily average of 580.2 million rupees. Last year’s daily average was 834 million rupees. ** Foreign investors sold a net 17.7 million rupees worth of shares on Friday, extending the net foreign outflow to 4.37 billion rupees worth of equities so far this year. ** The latest instability follows Sri Lanka’s plunge into political turmoil in October last year, when President Maithripala Sirisena abruptly removed Prime Minister Ranil Wickremesinghe and then dissolved parliament. A court later ruled the move unconstitutional, and Wickremesinghe was reinstalled as premier. ** Investor sentiment took a big hit as a result of the 51-day political crisis, leading to credit rating downgrades and an outflow of foreign funds from government securities. ** For a report on global markets, click ** For a report on major currencies, click ($1 = 177.1500 Sri Lankan rupees) (Reporting by Shihar Aneez and Omar Rajarathnam; Editing by Alison Williams)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
96,CANADA FX DEBT-C$ rebounds from one-week low on muted U.S. wage inflation - Reuters,"May 3, 2019 /  2:27 PM / 2 days ago",3 Min ReadAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.
97,A few choice words could lead to better central bank forecasts - Reuters,"May 3, 2019 /  2:34 PM / 2 days ago","4 Min ReadWASHINGTON (Reuters) - Central bankers didn’t see the Great Recession coming and they could miss the next downturn too, but new research out of the United States points to a possible way to make their predictions a little more accurate. Economists and investors are increasingly training computers to read central bank reports to better understand policymaking or to make bets in financial markets. A group of researchers at George Washington University has created an index for British economic growth based on the words used in a key section of the Bank of England’s quarterly inflation reports. They found that over the last two decades, the index was a pretty good predictor of how quickly the British economy would grow in the quarter after the release of each report. Their algorithm looks at the frequency of words such as “robust,” “brisk” or “soft” in the summary section of the BoE’s quarterly report. While the central bank’s official forecasts were better at predicting growth, the researchers were surprised to discover the text-based score generally moved up or down in a way that would have improved the accuracy of official forecasts. “The forecasts don’t appear to capture all the information the central bank has about the outlook,” said Tara Sinclair, an economist at George Washington University and a co-author of a working paper that describes the new research.  Graphic: BOE text scoring - tmsnrt.rs/2Wkku8w Sinclair and her fellow researchers based their approach on a technique, have previously applied to the minutes of Fed policy meetings and the forecasts of Fed staff economists. Like all methods of trying to peer into the future, the text score is not 100 percent reliable – it appeared to overestimate the risks of a British recession in 2001. In early 2008, neither the central bank’s forecasts nor the text recognized that a recession was approaching. However, the text score appeared to predict economic deterioration slightly more quickly that year than did the BoE’s growth forecasts. The text scores have been persistently more dour than the central bank’s official forecasts since the June 2016 referendum in which Britain voted to leave the European Union. In the latest quarterly report released on Thursday, the index remained just below zero, suggesting Britain’s year-over-year growth rate might be slightly slower in the third quarter than the 1.17 percent gain the BoE predicts will be announced in November, Sinclair said. It’s possible the BoE has taken to communicating economic risks over a longer-term horizon during the period following the Brexit referendum, making the word-based index less relevant for the short-term outlook. The text score for Thursday’s report was held back by negative words like “falling,” which the central bank used to describe business investment. Business investment in Britain has been weakening for over a year as companies worry about the country’s still undefined future relationship with the EU, something that could change quickly once the Brexit uncertainty lifts. Researchers have found central bankers often outperform private bankers at forecasting. Indeed, BoE Governor Mark Carney on Thursday pointed out to reporters that the central bank’s forecasts over the last year had been very accurate. “Overall GDP growth appears bang in line with our forecast,” he said, while conceding the BoE had not gotten the drivers of the economy right as consumer spending was stronger than forecast while a bounce-back in business investment and exports had failed to materialize. Reporting by Jason Lange in Washington; Additional reporting by William Schomberg in London; Editing by Paul SimaoAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
98,CANADA STOCKS-Material shares push TSX higher - Reuters,"May 3, 2019 /  2:17 PM / 2 days ago","3 Min ReadMay 3 (Reuters) - Canada’s main stock index rose on Friday, as shares of material companies gained on the back of higher gold prices. * Helping market sentiment was data released by the United States, which showed that job growth surged in April and the unemployment rate dropped to a more than 49-year low of 3.6 percent, pointing to sustained strength in economic activity. * Ten of the 11 major sectors in the main index were trading higher, with gains led by the materials sector, which includes precious and base metals miners and fertilizer companies. The materials sector rose 0.9 percent. * At 9:42 a.m. ET (13:42 GMT), the Toronto Stock Exchange’s S&P/TSX composite index was up 54.22 points, or 0.33 percent, at 16,465.1. * The Canadian dollar is set to strengthen over the coming year, helped by higher oil prices, but the currency’s gains will be held back by the greater interest rate offered to holders of U.S. dollar, a Reuters poll showed. * Hudbay Minerals Inc rose 1.7% after the company said it had agreed with Waterton Global Resource Management Inc, its second largest shareholder, to elect a slate of 11 board members that includes some of the nominees proposed by both parties. * The financials sector gained 0.3 percent, while the industrials sector rose 0.4 percent. * On the TSX, 172 issues were higher, while 59 issues declined for a 2.92-to-1 ratio favouring gainers, with 16.64 traded volumes touching million shares. * The largest percentage gainers on the TSX were Pretium Resources Inc, which jumped 9.5 percent after reporting quarterly profit that topped estimates. * Baytex Energy Corp, which rose 6.7 percent, was among the top gainers, after reporting quarterly results. * Eldorado Gold Corp fell 11.2 percent and Enerflex Ltd dropped 6 percent and were among the biggest decliners on the TSX, after the two companies posted disappointing quarterly results. * The most heavily traded shares by volume were Bombardier Inc, Baytex Energy Co and Aurora Cannabis . * The TSX posted one new 52-week high and three new lows. * Across all Canadian issues, there were ten new 52-week highs and four new lows, with total traded volumes touching 25.58 million shares. (Reporting by Amy Caren Daniel in Bengaluru; Editing by James Emmanuel)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
99,US STOCKS-Wall Street bounces on robust job additions in April - Reuters,"May 3, 2019 /  2:07 PM / 2 days ago","4 Min Read(For a live blog on the U.S. stock market, click or type LIVE/ in a news window) * U.S. job additions rise solidly above estimates * All major S&P sectors trading higher * Amazon.com up as Berkshire Hathaway buys shares * Activision Blizzard falls on weak Q2 profit forecast * Indexes up: Dow 0.49%, S&P 0.49%, Nasdaq 0.63% (Updates to open) By Sruthi Shankar and Shreyashi   Sanyal May 3 (Reuters) - Wall Street’s main indexes gained on Friday, as a surge in job additions in April pointed to a solid domestic economy, while a steady rise in wages backed the Federal Reserve’s patient view on interest rate hikes. The Labor Department’s monthly employment report showed jobs increased by 263,000 last month, while economists polled by Reuters had forecast a 185,000 rise. The unemployment rate dropped to a more than 49-year low of 3.6%. However, average hourly earnings rose 0.2% in April after rising by the same margin in March and below the anticipated 0.3% rise. “The volatility in equities is somewhat reasonable given the headline numbers were pretty surprising and very positive in this environment,” said Charlie Ripley, senior market strategist at Allianz Investment Management in Minneapolis. “It really reiterates Powell’s message on Wednesday, that the economy is in really good shape and inflation is low and that there isn’t any need to make changes to policy right now.” U.S. stocks eased from their record highs in the past two sessions after the Fed dashed hopes of interest rate cuts this year and oil prices fell. Fed Chairman Jerome Powell’s comments on weak inflation as mostly “transient” on Wednesday drove down trader bets of a rate cut this year. At 9:45 a.m. ET the Dow Jones Industrial Average was up 128.14 points, or 0.49%, at 26,435.93. The S&P 500 was up 14.31 points, or 0.49%, at 2,931.83 and the Nasdaq Composite was up 51.01 points, or 0.63%, at 8,087.79. Nearly 400 S&P 500 companies have reported so far and three-quarters have topped profit estimates, according to Refinitiv data. The better-than-expected results have turned around earnings estimate for the first quarter to an almost 1% rise from a 2% decline at the start of April. All the 11 major S&P 500 sectors were higher, with a 0.82% rise in consumer discretionary stocks powering the gains. Amazon.com Inc rose 2%, after CNBC reported Warren Buffett’s Berkshire Hathaway Inc has bought shares of internet retailing giant for the first time, though he has not been the one doing the buying. Newell Brand Inc shares jumped 8.2% after the consumer goods maker exceeded Wall Street expectations for quarterly adjusted profit as it benefited from cost savings and higher pricing. Cisco Systems Inc dipped 0.3%, after fellow network gear-maker Arista Networks Inc forecast weak current-quarter revenue. Shares of Arista plunged 15.1%, the most among S&P 500 companies. Activision Blizzard Inc fell 4.8% after the videogame maker forecast current-quarter profit below expectations as it puts more money into its franchises to battle competition. Shares of Electronic Arts Inc also declined 3.5% after brokerage MKM Partners downgraded the company’s stock to “neutral” from “buy.” Advancing issues outnumbered decliners by a 4.50-to-1 ratio on the NYSE and by a 2.60-to-1 ratio on the Nasdaq. The S&P index recorded 16 new 52-week highs and no new low, while the Nasdaq recorded 38 new highs and 10 new lows. (Reporting by Sruthi Shankar and Shreyashi Sanyal in Bengaluru; Editing by Arun Koyyur)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
